age,policy_tenure_years,num_previous_claims,policy_premium,claim_amount,claim_to_premium_ratio,days_policy_to_claim,claim_complexity_score,incident_severity,police_report_filed,witness_present,incident_hour,high_fraud_area,claim_frequency_in_area,seasonal_factor,shared_address_claims,shared_phone_claims,attorney_represented,medical_provider_risk,immediate_medical_attention,claim_reporting_delay,documentation_completeness,story_consistency_score,fraud_score,target
-0.4974855172267839,-0.4768748365924357,0.1963474497086251,-0.2673450626678268,-0.09982126302281516,-0.17511456385246857,-0.9420852236562686,-0.7458843353185888,-0.9678026504499049,-0.6530953403124257,1.2020764431021533,-1.3743075990237061,-0.4209073972747873,-0.6803584822210322,-0.6334002595989058,-0.3190660632816967,-0.20303718023695766,-0.4882520792370033,-0.20085391737695119,0.7970715001101324,-0.08726344987879174,0.4653758957001891,0.7369167190709245,0.9720196682562497,0
0.4174003174852802,1.2651528013235236,-0.9256379771978037,-0.6944082025374648,-0.27904275091851183,0.22336639806699762,1.094663340423116,1.2948622101293965,-0.9678026504499049,-0.6530953403124257,-0.8318938497948913,0.20825022241160054,2.375819494916491,0.01282387358236278,1.031399373616656,-0.3190660632816967,-0.20303718023695766,-0.4882520792370033,1.543832612906808,-1.2545925928374415,0.6294360077211937,0.429141963033149,0.33196200967178546,0.1305266800395048,0
0.2792140883303701,-0.7191192439305377,-0.9256379771978037,-0.4063268299768339,-0.25956772842537656,-0.2584659765367139,-0.6564151982465392,1.0480462086807367,1.0453073868873908,-0.6530953403124257,-0.8318938497948913,1.5030702581313968,-0.4209073972747873,0.01282387358236278,0.39790295785399266,-0.3190660632816967,-0.20303718023695766,-0.4882520792370033,-0.8616212399512958,0.7970715001101324,-0.27105321301013713,-0.7045009314523806,0.4794368733006572,-0.7114978443045116,0
-1.0036222071821368,-0.20608664512601058,2.4403183035214826,-0.29741361486260054,-0.30438828043930904,-0.31121009286026785,-0.8933403491559759,-0.5356340742125215,-0.9678026504499049,-0.6530953403124257,-0.8318938497948913,1.646939150989152,-0.4209073972747873,-0.6803584822210322,-0.624430740700131,-0.3190660632816967,-0.20303718023695766,-0.4882520792370033,-0.9423614173509244,0.7970715001101324,0.14565107026760404,-0.5831227749389133,0.19162925682305468,0.4997183169412033,0
0.10799502300883124,-0.15962017710351054,2.4403183035214826,-0.6245851236363278,-0.33520156669005924,-0.31422215536340975,-0.5963696397945782,0.2912783659535615,1.0453073868873908,-0.6530953403124257,1.2020764431021533,-0.5110942418771752,-0.4209073972747873,0.01282387358236278,-0.1727707523629345,-0.3190660632816967,-0.20303718023695766,-0.4882520792370033,1.0235097581137338,0.7970715001101324,-0.5703747547355614,1.4645822417060625,-1.0442507127125018,-0.522700018599319,0
0.3552949618025563,-0.23044953576424856,-0.9256379771978037,-0.20231602980367402,-0.28937181700224646,-0.3074516549247645,-0.14666540711223544,-0.3962858747975212,1.0453073868873908,-0.6530953403124257,1.2020764431021533,1.3592013652736417,-0.4209073972747873,-0.6803584822210322,0.23727385767126694,-0.3190660632816967,-0.20303718023695766,-0.4882520792370033,1.0829401717017224,-1.2545925928374415,1.6570464352185144,-1.1206685624130122,1.2084406825167378,-0.7610367548141773,0
-0.707774589704194,0.9688701810580924,2.4403183035214826,1.4113723457726437,-0.3006631663096126,-0.33334957815171845,5.6450043461228345,-0.8083693661955159,1.0453073868873908,-0.6530953403124257,-0.8318938497948913,0.20825022241160054,-0.4209073972747873,0.01282387358236278,-1.491443091220926,-0.3190660632816967,-0.20303718023695766,-0.4882520792370033,-0.9508629203644624,0.7970715001101324,0.41447443561144776,-0.3839282345964232,-0.3347913040239685,-0.5679515147325327,0
1.084009447003495,-0.086463691578662,0.1963474497086251,-0.36247520004708017,0.5390220974656009,0.40961832489908595,-0.9270483021986732,-0.4102132980559287,0.038752368218742915,1.531170011903045,-0.8318938497948913,-0.7988320275926855,-0.4209073972747873,-0.6803584822210322,-0.5536632378407416,-0.3190660632816967,4.689424994147564,2.048122358357819,-1.1871081144125575,-1.2545925928374415,-0.6325233691620538,0.21120824697972002,-2.371257684180185,4.388143066428406,1
-1.580255989259976,-0.920895298101098,1.318332876615054,-0.5348613900734307,-0.28852378350175967,-0.2513354974283836,3.424494327878003,-0.6053074822078973,1.0453073868873908,-0.6530953403124257,-0.8318938497948913,0.3521191152693557,-0.4209073972747873,-1.3735408380244272,-1.9519488673720293,-0.3190660632816967,-0.20303718023695766,-0.4882520792370033,-0.38567252492637577,-1.2545925928374415,0.6465934164819447,-0.7652724812761,0.3631011487744636,-0.4619057965455091,0
0.7654886253491242,1.533424830011421,-0.9256379771978037,0.08145925442072131,-0.21389918221360738,-0.2896785467599408,-0.8566749357454815,-1.003321303292266,-0.9678026504499049,-0.6530953403124257,1.2020764431021533,0.0643813295538454,-0.4209073972747873,-0.6803584822210322,0.6050281644496159,-0.3190660632816967,-0.20303718023695766,-0.4882520792370033,-0.5552836259107851,-1.2545925928374415,0.05374713445650634,0.5431630978243989,1.0212584539857879,-0.2601525973113938,0
