feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
-2.493470513485736,-1.1814784087351164,1.9110436344620543,0.16946279078959892,0.6867294362979983,-2.5717741178145195,1.1068417003567264,-0.08633429844302687,0.15045756963155643,-1.0807984354210947,1
-0.7835850574837824,-1.839170389171607,0.7783341071083578,-0.9784000263039747,1.524051671971364,-1.8435832681445108,-1.6198238031241043,-0.49473866604321803,0.10719945676915721,-0.9852757866096371,0
1.191955967642973,0.7996037853020775,-0.9200410243510473,1.0022689174360453,-0.2323982290640092,0.6703984443481616,0.18645066131930643,1.0228304746854346,2.089656605871069,-1.4944629478147593,1
-0.6945669453637701,0.4039767650554655,-3.6437164037027605,2.5621156084962027,-0.917990101638074,-0.2592670632382901,-2.2224763319872345,0.4714149489489259,-0.4280299878276984,1.0681512091100702,0
0.7521309491276379,-0.19007724721659816,1.683746046962091,-0.8012238565537354,-0.17885272630973392,-0.6524256970020941,-1.3730014841564984,-0.4570347883185786,2.302330516028559,-1.6912084286251625,1
-0.39734803191811113,-0.5644534338641156,3.9311485403063084,-2.9718554592067403,2.3825479369858487,-3.931870139104232,0.3866169526616282,0.2028688539118536,1.0376893419332602,-0.7791522311319725,1
-0.44469002715287254,-0.889491740488447,0.010929801572408526,-1.295676594288623,2.3190641657653686,-1.8879701413798582,2.799186743711798,2.857485508126805,-0.759324386249608,-0.5005451965579492,1
-0.12680196910485925,1.0189958316879406,1.4042256687809678,1.6963926899300201,3.4936302164245707,-1.3184543461830354,0.28249828970459245,0.6295581536639734,-0.6485187374039653,3.173750580327496,0
0.3370098008989906,-0.1836939663765929,-0.1430883176225366,-1.3813449586695852,-1.959353448485183,-1.9567602508122137,-0.9483384055432407,0.38496875034399636,-0.7630732472450925,-0.7876204107650917,1
-0.5735140205204284,-0.05755147023815961,1.2583687548454652,-2.355467820323975,3.80774249761513,-1.59857646758721,3.7645963498102444,0.7840210406048979,-0.9532924549491668,-1.9256762108896344,1
0.14418199150892913,-0.514642808101213,2.7086476818213887,-3.755262778282234,5.7084941622032295,-4.162280762002658,5.386422394380119,3.7269264903351744,-3.136482725031329,-0.5676225047036253,1
0.13888752134537663,-0.31734916739652724,-2.3812088280157533,2.942716469697846,1.845092701647098,-0.9972384013621879,0.6299080468768932,0.2548320779124871,-0.7034873601546001,0.44950228881944143,0
-0.5401305925079748,-0.8386274786632111,2.3954687861253197,-0.566939294939021,1.424629859034494,-2.0601018206556976,2.120298139571474,0.11305363493561382,0.7940203965556674,0.24364278484675883,1
-0.375219230133898,1.973898578442583,0.6453663353247464,-0.6475307186388496,2.0147204395593166,0.5405956119901449,2.6881337029151977,3.342209937134564,2.075219729897651,0.368300334484873,1
-1.4622289725210473,0.7347485957410083,-0.549432507257755,-0.7285881239999723,1.1676981579160477,-0.6757691998126075,1.4907131430113965,1.1684020872762024,0.08516198154236443,-2.182977672650516,1
0.3523521103140539,-0.12147401855004489,-0.11652743426160295,-0.886346990217768,-0.7405432694814682,-0.30228489915603274,1.555511410233088,1.500835846644924,-0.047003255562067636,0.13638912870666187,1
-1.054305042604079,-1.6970899809405604,-2.1937981172612395,1.8932045416918708,1.0943314923295606,-0.35875565763002804,0.30793189925044895,3.3431577860066635,-1.5817474484121918,0.7699096570830024,0
0.12596141487863907,-1.4577913880148494,-1.23280350111732,0.5272376513461307,1.536285782652321,0.29850544140386925,-1.3501405795555355,2.5817298156062547,-2.1019395188952723,2.15097116625454,0
-1.5404110639503477,-1.0697790431091505,-1.6538321898962005,1.725568546539191,2.7749011297503072,-1.3436557763093095,0.6026573357089424,-0.6783097672930185,-1.3986984204670883,-0.4104536728042314,0
0.5762996530405098,-1.1331684958720607,1.1690151525758647,-2.3070168686609733,-0.29104677906935117,-2.4371315409291796,-1.2310767012677768,-0.028637221468164276,-0.9102743131671475,0.12714420116555047,0
0.04229109399772563,-1.1774859736064411,1.3218747335876704,-2.8048993587798163,0.17463938785860145,-1.5923919838411151,0.7258194385260135,2.452354658242582,1.5738825045150726,1.1017084869291356,1
0.11463787455269113,-0.13461985477275235,-2.007664197512926,-0.3211998694285736,-1.246115719255155,-2.2774490541932484,1.260793786959423,1.2559026278886443,-4.310655969187925,1.3862784540152124,0
