transaction_amount,merchant_category,transaction_hour,transaction_day_of_week,account_age_days,previous_transactions_24h,avg_transaction_amount,account_balance,location_risk_score,distance_from_home,distance_from_last_transaction,velocity_1h,velocity_24h,unusual_time,weekend_transaction,merchant_risk_score,ip_risk_score,device_risk_score,fraud_probability,target
-0.13189598772484593,-0.3575296594175763,0.9533305151377256,1.0123222176577205,-0.4543169996713562,0.5541420119224684,-1.9532716361577456,-0.3193314673538817,2.3647193781166864,0.3748540358375527,-0.8735697589897004,-0.9979504794924884,0.43128439823829373,-0.5949057135506131,1.600391689947671,-0.9966971470720632,-1.1504147278637764,0.11406923488516073,0.08000294639622206,0
-0.14165864382614793,-0.5403905736041437,0.809717711194228,0.005437179207630557,1.5286077931874105,-0.015377013691579365,1.4851698392325718,1.36499652885787,0.04994727496417182,0.46479141931504886,-0.2815132390376532,0.009063122417187087,-0.02155516312068755,-0.5949057135506131,-0.6248470335613264,0.13519298126380377,0.5379065014888934,0.3818195413943922,-0.33501123291505464,0
-0.13611716260090306,1.4710794824480968,-0.05195911246675751,1.5157647368827654,-1.0290778091956363,-0.015377013691579365,1.9742569233413083,-0.2481138349633341,-0.11268399088744979,-0.7140998509872927,-0.49616930690230165,0.009063122417187087,-0.02155516312068755,-0.5949057135506131,1.600391689947671,0.8300923341777666,-1.417731598721973,-0.28346337887884837,-1.438984279892431,0
-0.13924810928648726,-0.9061124019772783,0.9533305151377256,0.5088796984326754,-0.7551084899890628,1.123661037536516,0.35735504880355407,-0.046917187464069976,-0.3810748324954871,-0.733732391991112,-0.8039336211103805,-0.9979504794924884,-0.47439472447966885,-0.5949057135506131,-0.6248470335613264,-0.4977841911963641,-0.3320830455968592,0.8411058916810782,-0.4013853920290672,0
-0.1218516408426135,1.4710794824480968,0.09165369147674007,1.5157647368827654,0.1530135890592999,-0.5848960393056271,0.19973165792136915,-1.1049876884316003,0.04039443420690865,-0.8922393969286191,0.05976538286965539,0.009063122417187087,-0.47439472447966885,-0.5949057135506131,1.600391689947671,-0.3933343078494071,0.020941735256190853,0.4112208365311174,-0.6134200579918204,0
-0.09352135805736665,-0.3575296594175763,1.3841689269682185,-0.49800534001741437,0.16259293588470458,-0.5848960393056271,0.039434675863816944,-1.5549570701001942,1.9679862749851984,0.8670895961765328,-0.1680805091415163,1.0160767243268625,-1.3800738471976315,-0.5949057135506131,-0.6248470335613264,-0.30474029110225986,-0.9331870125595335,0.08475331555627329,-0.7986758501187581,0
-0.1362162717083181,-0.17466874523100903,-0.7700231321842455,1.0123222176577205,-1.3863874457832306,-0.5848960393056271,0.631839199279486,-0.8807306042880314,-1.3430107046690654,-0.9627672688078145,-0.9563486390303723,0.009063122417187087,1.3369635209562563,-0.5949057135506131,1.600391689947671,1.902121426687154,-1.1224809720917301,-1.3839519309110713,-0.8199390946860546,0
-0.07054247534147233,0.1910530831421256,-0.9136359361277431,0.5088796984326754,-0.8039631587986267,1.123661037536516,-0.9436170939715969,0.013482297993406531,-0.018182481688778774,0.320663962181424,-0.9853444974388583,1.0160767243268625,0.43128439823829373,1.680938638211487,-0.6248470335613264,0.7438571171090707,0.299521524765935,-0.3422309126249344,1.5221220170830607,0
-0.14184360943746618,-1.4546951445369802,-0.1955719164102551,-1.5048903784675043,1.3322311832666147,-0.5848960393056271,-1.5270682084819633,0.29499530225843057,1.4025097264612825,0.4037290371718863,-0.06673075270436954,-0.9979504794924884,-0.02155516312068755,-0.5949057135506131,-0.6248470335613264,1.864112825851907,-1.3161519763363687,0.10885456052353293,-1.4691181365719117,0
-0.14023513232888185,1.653940396634664,-0.05195911246675751,0.005437179207630557,-0.8576075010208928,0.5541420119224684,1.9046077051732726,0.012054489471572907,1.1176285470038978,1.066230494392243,-0.8800599469086575,1.0160767243268625,-0.9272342858386502,-0.5949057135506131,-0.6248470335613264,-1.6036291398388456,-0.2823790811310993,-1.0809215893105248,0.224139668561736,0
