feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
0.4702131407600705,1.9922966949154473,-2.357038013193158,0.9598487244956204,-1.3907494102397544,5.424837801349864,-1.621521726737491,0.014667372685599258,-1.8599223278861445,0.8209775618249165,-1.870061098685374,0.9041826495961942,1.3966878091208483,-1.8957461434125769,1.7160950431301347,3.8211588303422834,0.2942145440963363,0.06770781001595248,-0.749733189616814,-1.5634798865651256,1
-1.885117912769692,4.050550961337203,-3.886400125266081,2.9372567034070567,-0.36924647840421954,5.288994469761259,-0.3294417612377772,0.9445582824931873,0.617403911635819,1.9156420206593923,-1.0412051371272881,-0.3550766145977151,0.02703214546720556,0.04556069771985127,-2.749523024123705,-2.276065347757992,1.7714399790842736,-0.289944066366679,0.9169865861603648,-2.60490762516465,1
-0.2809471324609648,-1.3923085418110461,-4.958484961927228,-2.9230670241987475,0.603230429706749,0.2191916992021241,0.7040583066266688,-0.621662005047517,3.466393685729584,0.08460774371294438,1.3755907606524072,2.1567814179547593,-1.0729459281429579,1.7334534666048018,5.087980144283035,-0.5338879265342874,-3.4423751077133833,1.377274386508468,4.160944041959419,-0.47438663311283824,0
-1.1847400163330395,-3.3527319595661593,-0.2022400108517468,-1.48039508589792,-2.024134408239315,-1.843616397767668,-0.014771996835327705,-0.4516260887061294,4.597697051235904,0.6037255754575325,1.1105125515124403,-0.6845833018923803,0.13828719770700348,-1.3033096836080165,3.0453838000132403,-1.9150554265129671,-0.59958537596949,2.403181925697177,-0.5928102217691449,3.052115147677035,0
-3.813234158768866,-0.7668521931170702,-0.7163087008928231,-1.251604487407356,2.2689142643857014,-1.7598027611215936,-1.770948516465181,-1.6322033369710098,2.128871736855138,1.199590148993406,1.550278824078565,1.5825602289065337,-1.793453333155001,-1.4301015922497284,-3.1722853980532024,-5.237981210956984,1.8735562990362529,-1.3506627611656268,1.0238873999078926,-0.5012423626734426,1
3.3179340435415456,-0.34873231395556503,-1.449622845533261,0.3690149072470468,2.155021211411654,3.4996010623833653,1.6864470914810519,-0.32730403127438007,-3.6179891994138615,0.4947854353300981,-1.056581435577234,2.878038037465127,-0.057351396571530766,0.1334432790439806,4.06973117188755,3.821472766774036,-0.6090441432813409,-0.5606650203606613,-1.304767101337417,3.779646177531875,0
2.990178950761985,-0.5753042287350694,-4.4116503739876896,-0.4811315113834152,0.5985049041294848,5.439081974952824,1.2853485629507775,0.7116217341841727,1.9598639309981554,-0.3797158202146883,0.8184053998494355,3.3640564962269117,-0.1580428671080687,-0.8118796688667311,4.103594510478156,0.3976002930071779,1.9573237059572675,0.5239518739379996,-1.4786554901768427,7.456429830390109,0
0.2597763328685643,1.9666914856768631,-0.3047214543229193,0.8449564784978751,0.8041900263384614,0.6860720272636557,-2.63156758940003,-1.1986001519629408,-1.2364126707122398,-1.344319297606588,-0.8724171526193806,-0.9568256215918505,-0.16766021340358972,-0.2532212766165934,-6.344367201797634,-1.239092658838126,3.413257669448093,-0.4180326946851387,-0.19466449806688035,0.48261546977803904,1
-1.914416030944636,-0.5916985859041564,-1.1047925226731783,-2.106137781753647,-2.8144391099620982,-2.995708403986528,0.6637650299364339,-0.27237962308522584,8.609114379702275,0.3105624837042775,-0.8878791855361773,-1.0940481349601021,1.4484304382239888,0.219238917490338,0.2851609093838599,-4.4869512077499225,1.3010091850320418,-0.5883570224656404,1.2838676368885449,1.5137449409507717,0
2.1766306247096523,0.7555671669390085,1.0519516795874437,1.451741711858425,2.5784077202635576,-4.278205334532484,1.329142200541349,1.1891949720939472,-0.9242153293878601,-2.22573333738889,-0.6407286126266447,-1.7621646798403678,2.375953008533539,0.11945667340578713,-5.2369711998761606,-0.31152200543872266,2.8929935159898292,1.755524980070087,0.3406751544638203,4.9675385425210425,0
-1.9251097559290637,-1.1175284320868133,-3.8431158384710384,-2.526571503348329,-1.6701811157867943,1.070368993611133,1.2947461858291596,-1.386879470527027,6.231345750885651,-1.309422299601324,-0.8724380986016776,1.2616176333723532,-0.24212526987600014,0.4187145588757942,5.90049958259859,-2.9075626240504753,-1.9682524722978674,-0.3389680508233362,1.2106667691903301,1.0106602465820504,0
1.3346189419279055,-1.842676743983344,1.75786614436425,0.18485311409195637,2.91820023301792,-1.9773386825981087,-3.473875973857493,-1.661590238341676,-6.630225698388215,1.299500767006587,0.7543139687865577,-0.3965651551510958,-1.528508877996213,0.04854854468103579,-3.7571945051244673,3.1060229766068077,-0.5430439676961487,0.25538336538533213,0.4448599890740417,-0.4439875629006868,1
0.7176749712659476,-1.7631931712149551,-1.548096388633981,0.017622159015027727,0.014815848548091037,-0.6135090951632283,-1.4559871961633553,0.29133364331879874,1.2756155449234263,-0.05685659986476705,-0.6724081857942658,-0.32902661032358793,0.28780831181650823,1.200141587526417,-1.1378089730370111,0.26723511082166146,1.0557784823677894,-1.9636701238610712,1.0596503398542612,2.6638655995350558,1
0.967896629954913,3.7586841637318473,-2.837785238330796,-0.5160489536328576,-2.112580868840758,4.459343315666338,-2.1936300975415177,-1.4661391332916416,-0.7849011937021065,0.6053785558135218,-1.5476155133595542,-1.165197792274156,0.4492320610158389,0.5302923590659436,-0.5503895617695841,1.5966340808185882,-0.297475454779486,0.0327476475294002,0.2292724096575336,-2.5101674391474895,1
2.313333286470006,-1.9405524067713984,-2.163015385154694,-0.9359503119075079,2.4826765664480135,1.3545684946765437,0.4456925765980764,-0.6527039051353473,-1.5501811139963417,-0.6564589203020619,1.9852128188365519,2.938963101336352,-1.0484426491035725,-0.00973016750834365,2.9752651581145635,2.048275156972774,-0.7497937145302642,-1.8675639364387564,0.6522658657954183,3.445082834200182,0
-3.388170974492116,2.7174524093692,0.14283536880393477,2.968360309246573,2.2347685108038076,-3.0403515561977574,2.3291789812476216,-0.588684643504235,5.910895761927831,0.6729799604696928,0.6992510888287639,-0.07555593544332773,-1.6018839868484427,-0.6658509226836544,-10.364782645972578,-9.905059654633167,5.7409537570414475,-0.10190237177542805,3.6208028926789835,-2.2402955798910993,1
2.4061382488639467,-1.5802963445066975,2.836690496958675,-2.1214987616342835,-0.3927947803206968,-5.483796558510626,1.8703630788172443,-1.1312609933900393,3.687276339940479,0.05267220981521858,0.5693391729252982,0.7742089447319014,-0.37483470429154675,0.5957994754163319,-1.166284179955635,0.02261844565278536,0.2840162678934959,0.2685105257470888,3.1098837096411565,-1.138885364293214,0
-0.31877561732711945,1.539146999679434,-1.0966957583830304,1.086237980676159,0.2622420213840754,2.473689774921728,-0.6970337623532137,0.6005097972271872,0.8170537724118714,-0.5400143385700622,-0.12508053197001676,0.6079019254057535,-2.800350078433963,0.4328185412653227,-4.031986333933045,-2.983463166125554,1.7703235088605376,0.475201627947098,1.5066979032522627,-2.695685167173614,1
-2.4831402813250483,-0.2973292333685653,-0.20948864788920118,-1.652596127874426,1.3184126317639135,-0.04171588718323567,-0.8585360814453555,0.8764153664646398,-0.8480279049301718,0.0930212882214317,1.252888995413658,2.3827218162692407,-0.9795437444647247,0.9175992702596298,1.8830354808985534,-0.11434094900512197,-1.5643777930307017,-0.9983351894961722,0.8390160033228752,-3.596224667610958,1
-0.572496605028754,-0.4589558534004535,-1.420653272030263,-0.4041355663909766,-1.5163109640487051,-2.171262836333302,-0.45258504841134184,1.001831211261531,5.068780460881385,1.3373939949136822,-1.2838538868586389,-2.058039282476674,2.85441737301916,0.7669879313800368,-1.4956054117475586,-2.385022606928584,2.727892695836693,0.2639743094361582,-0.4293487956577633,5.279840838026247,0
-2.390160678607371,0.6705173422787964,-1.059552691476111,-0.1160726087414633,-0.3548706705712436,-4.690148545899306,-0.6685400430415034,-0.8018335869197718,4.03034598779892,0.10436878186941813,-1.5914981540273423,-3.4364830086557374,3.1425993068672318,-0.5340360293188317,-3.882747112036958,-3.5702063520781575,1.8009079083025656,-1.9186340908607376,1.1055171148912206,2.518249402037336,0
-0.9140529216070281,-1.9974457995638994,0.4564812108902103,-0.15595043571818823,-1.2057984930375036,-2.60835980542936,2.4956876145154956,0.3533167072516935,6.718905310371006,0.1988956723491754,0.0647687896196319,-1.068759966928217,-0.10468601066385774,0.460328390011182,-0.020632423354065076,-5.865210992476407,2.0566916477877815,-0.28884783873196923,-1.091278895929431,5.454632703180447,0
1.1876420982065488,-1.3526009118692748,1.9339993560150635,-2.6007181197275955,0.384424020788695,-2.5745774905482657,-0.3272240958729553,0.25602474490187466,-0.5834685994100032,0.9665404149994133,1.9420780101652007,1.1851514166980928,-1.117380844286286,1.4235909510202784,1.0064787379750102,1.551452845421565,-1.597112248593721,-0.7351623100669669,1.132740564040348,-1.875803609171692,1
-5.245681986478434,0.39793883389274387,2.5041953483835755,0.5547921589881357,-4.077231412743432,-5.081195612003652,4.042415366556601,-3.09814715452078,10.531289144831632,1.8399109991688833,0.3349835554979247,-3.7792784045542893,-1.0287553635968842,1.1407914475545389,-1.968344850534529,-10.399746498827573,-0.03059954762926842,0.8645406694634493,1.5536568738290826,-4.064545841867799,0
-0.529123365735422,1.950617929838905,0.3404725412058289,1.4513952342339556,1.382428314063083,-1.0229283914093261,0.587430034308962,-0.2953819846892018,0.2083715616436139,-0.01784640979348933,0.3827396187084526,0.08866647481368006,-3.6339427854327555,-1.4256840815724963,-6.146510065367474,-3.186518017815876,0.013444835377801834,-0.2526026876211592,5.007854065354814,-7.543289937340158,1
-3.1332880746497365,2.7921056224039313,-1.2115615347499915,-1.2341096689947693,0.19921450030507815,-4.277043650668534,0.5650462309080841,-1.5966516602507685,8.608488465980628,-1.2025685442481686,0.9053650058030519,-1.339415823872317,-0.7437385629996072,2.1175194017310353,-8.109557689485234,-10.165782609521298,4.263534242902772,-1.138946872057132,3.4604306276496626,-0.821449045209077,1
