age,income,employment_length,debt_to_income,credit_score,credit_history_length,num_credit_lines,credit_utilization,loan_amount,loan_term,loan_to_income,num_delinquencies,num_public_records,num_inquiries_6m,savings_account,checking_account,home_ownership,monthly_housing_cost,default_score,target
1.7437263167321746,-0.6959909114399668,-0.2399155849142963,-0.6381045908197869,1.261748842499723,0.16094785719668311,-0.4456811183922266,-0.5052673698485957,0.33948202990371323,-0.714208962268402,1.010044627634015,-0.6958344077320449,-0.3137351884836155,-0.9968811412152915,0.6687136927672083,0.5083200387009807,0.34054613449341214,-0.691909308778797,0.5261683346649048,1
-0.7392666585610767,-0.4232885092159936,-0.21676529463645264,0.8727320233112643,0.11090587445742409,0.5323299022543004,1.7577522289655196,0.12700227647688891,-0.3844562524511124,0.7038101554054602,-0.2917647493155007,0.6676556139506036,2.92064819794541,1.0163423011582358,0.6687136927672083,0.5083200387009807,1.969953476567155,-0.2898573829486336,1.4711033749005462,2
1.9376199267997305,-0.5877983726313165,-0.637125920317703,3.054047192566755,-1.132131228893304,-0.6316507483086738,0.43569222055087187,-0.3452647640059779,2.9170017158912467,-1.4232185211053332,3.5907148695995192,-0.6958344077320449,-0.3137351884836155,-0.9968811412152915,-1.4954082902981902,0.5083200387009807,0.34054613449341214,-0.6926554620125502,2.2118319827999953,2
1.2460568910414944,-0.6959909114399668,0.4985643513725469,-0.06938986153129857,0.41265875609132396,0.08165250729599537,-0.8863677878637759,0.9471616017308975,-0.8757477819105983,1.4128197142423913,-0.7013228415314682,2.031145635633252,-0.3137351884836155,0.009730579971472093,0.6687136927672083,0.5083200387009807,0.34054613449341214,-0.6001370809450103,-0.6514997419809613,0
1.377575492165603,-0.6959909114399668,3.186264769159712,-0.6110291859519383,-1.6324687248763234,-0.870985059576721,-0.4456811183922266,0.11528437164508296,2.9170017158912467,-0.005199403431470885,4.639879329555164,0.6676556139506036,-0.3137351884836155,0.009730579971472093,-1.4954082902981902,0.5083200387009807,-1.2888612075803305,-0.3687120685174895,2.641658168020561,2
-0.7095624734060664,-0.6959909114399668,1.2221296336063567,0.06198475677439818,0.38460933673678066,-0.38529511438022335,-0.8863677878637759,0.9981971571059519,-0.8536380946764129,-1.4232185211053332,-0.6701865090302788,0.6676556139506036,-0.3137351884836155,0.009730579971472093,-1.4954082902981902,0.5083200387009807,-1.2888612075803305,-0.40420982339899486,-0.14996689690256934,0
-0.601410803967306,-0.6701637768791077,0.9866359305776234,-0.6877532061626636,1.1276741059670294,-0.43545752636096247,0.43569222055087187,1.477539746800495,-0.3239857241142945,0.7038101554054602,0.030404213253580805,0.6676556139506036,-0.3137351884836155,0.009730579971472093,0.6687136927672083,0.5083200387009807,0.34054613449341214,-0.20572569463105292,-0.9256046253685851,0
0.8652653448386478,0.21410120312393618,2.4147300979927255,2.494684658363572,-0.01235376716990054,-0.3352054579987445,-0.4456811183922266,-0.7442273774814151,0.29028845538858666,-0.005199403431470885,-0.19594677050569492,-0.6958344077320449,-0.3137351884836155,0.009730579971472093,0.6687136927672083,0.5083200387009807,0.34054613449341214,0.9173336474969433,1.3684730933595297,2
-0.7768934763235495,-0.6959909114399668,-0.4549668418503806,0.8892863405870495,0.47051536140250216,-0.20426513270126975,2.639125567908618,0.23488286654387597,-0.6446981117286968,-1.4232185211053332,-0.3759433244503487,-0.6958344077320449,-0.3137351884836155,-0.9968811412152915,0.6687136927672083,0.5083200387009807,0.34054613449341214,-0.6148533175511337,-0.989608630439707,0
-1.5944577913840823,-0.10746668496241654,-0.5541249656777555,-1.2929239995116442,1.3439499055594157,-0.8030219643556865,0.43569222055087187,0.9792855690514158,1.8822338618248777,1.4128197142423913,0.9469419527635758,-0.6958344077320449,-0.3137351884836155,2.0229540223449995,0.6687136927672083,0.5083200387009807,0.34054613449341214,0.5732096828293695,0.1403974707792045,0
1.202768565891547,1.0479310491265057,0.029199440699900697,-0.5665904914963397,0.43574425182722115,0.07662841702468919,-0.004994448920677399,-0.04233060089507024,1.4864683332404391,-0.005199403431470885,-0.06445820542656577,-0.6958344077320449,-0.3137351884836155,-0.9968811412152915,-1.4954082902981902,0.5083200387009807,-1.2888612075803305,0.5749252540876504,-0.38926960377638453,0
