rsi_14,macd,bollinger_position,volume_ratio,price_change_1d,price_change_5d,price_change_20d,volatility_20d,market_sentiment,sector_performance,vix_level,yield_curve_slope,bid_ask_spread,order_imbalance,trade_intensity,news_sentiment,social_sentiment,analyst_consensus,signal_score,target
1.0720151726676768,0.39171773219669925,1.8190152528563186,-0.17809812513114764,-0.022387514236665143,0.47357646982375134,-1.326969173763106,-0.380002519341601,0.48411849460574446,0.5117525773204568,-1.0232834913513946,0.24753117613081857,-0.3056116675054218,0.07555347959781585,0.10855842179103233,0.21465132452844338,1.0635283490518175,-0.5520594579750254,1.2397500112267585,2
1.5805114096028228,-0.49409555282953144,0.8063146500756325,2.418365103734778,0.6153415555923175,-0.15925902145038007,-0.2886600674522654,2.6497622473585842,-0.8621457467262109,0.3750989142796054,-0.6692725808912304,-2.1480188086538137,0.14150237824058542,2.1061837610857905,1.2252210372057866,-0.010650880706398446,0.17770237040605313,0.5880155557802436,1.2499293221685615,2
-0.7903211964241712,0.6222911663355187,0.21692014629322595,-0.14457297832078617,0.15505222179968492,-2.113578991189255,1.4100300363068652,0.018265218870555777,0.4511071490350396,-2.5685118442129498,-0.907069354186355,0.3984786182626532,0.6647807943261937,0.1415371506499253,-0.7753727296966116,2.229581221472611,-0.0336122530692342,-0.9263543471638156,0.18817572450771566,1
1.0201379025519224,0.12779978534957945,-0.8903353978579602,-0.5630093398803045,0.5562477333360862,-0.5096595512746498,0.030646948728930017,-0.6948242964617667,-0.09706233885786034,0.25668589482974946,-1.2075412711694253,0.782535097350454,-0.5431707586616608,0.7986826344050602,-0.503398403786178,-0.12018666004766082,-1.2114678974904465,2.213776653237224,0.3687669968497038,1
-0.7533654179927919,0.25725814892654736,-1.1177658422749834,-0.30922749874031125,0.6229771335525971,0.3231404055133392,0.6397927595142963,-0.9807089781161876,-0.9580455314531591,-3.2343589073829473,1.3097717282162977,0.4623777055662174,-0.7072078814631343,-0.2833928112422122,-0.6576228943764773,-0.6249507616027549,0.40157501023786346,-1.1460445765452498,0.04798693796314572,1
-0.27392992861315235,-0.6045254064087616,-0.6075924979091906,-0.607406759231324,1.5332101307876471,-0.45869789062575633,-2.053913523955105,0.04546055540637513,0.9272364055904753,-0.14650417284717188,1.8000683176953007,1.5139821673493858,0.014677386459332732,0.9935289179851122,0.17970625172110796,1.280971602870557,-0.5491980984825109,-0.6502864182619207,-0.15460992577391208,1
0.23476258092171423,-0.33119485520599845,0.4532912362528753,-0.7131860935521634,-1.76145442916335,0.5105518594293068,-1.7414620555850027,-0.540523145967309,0.5762055530796848,-1.8197172165492916,-0.15713952097938128,1.0418246919267597,0.34216538017456394,-0.27299234938005124,-0.4412760450499903,1.2336427785573647,-0.19283128685910156,0.22087982693825722,0.0011183386113716872,1
1.4079727844395522,0.5032984178292504,-1.1201233315985009,0.01810376842621224,1.5267710419502734,-1.127041131269832,-0.1385064369160535,1.5574684811147173,-1.3790718882381725,-0.3987243116540155,0.04547444478760526,-0.051789688961045334,0.41824713099968536,0.9630647106923774,-0.7402869723023429,-0.7479420572006668,-0.45349709899817425,-0.7349510048490459,0.20703629562972836,1
1.1191048903381604,0.44290489327012167,-0.11181335536605946,-0.8729776695557604,-1.649824083895044,1.2780383352866322,-1.566327835239055,-0.4593627191234285,-1.6682596594646542,-0.8674824803804433,-0.9572004651466539,2.032621193406303,-0.8807769304450168,0.07080040712884533,-0.4001586857482595,-0.4207846306359186,1.8058689360721136,0.5032861231323958,-0.5199656704729309,1
0.3726098205311758,0.46954794209930445,0.8403470572807905,1.092684336909834,0.7238457290886843,0.6166034712322518,-0.5844198042933338,-0.7489086961009622,-2.0202682013618287,1.4578007119763385,-0.5558255165550473,-1.3207298202619169,-0.09558540928810828,-0.22745602119639197,-0.7852344017804019,1.0024553215943015,0.9406230143713463,-0.49714297699805854,0.23216533566041153,1
